Name,Topic,Voice Line
Sucrose,More About Sucrose: III Friendship Lv. 4,"When I was little, I had two good friends — we kept nothing from each other. I thought I knew everything about them, but then... stuff happened, and we grew distant. As for where they are now, what they're doing, whether or not they remember me... I have no idea. Even though we were best friends, things still turned out this way."
Sucrose,More About Sucrose: IV Friendship Lv. 5,"Let me tell you a little secret, something I've never told anyone. The purpose behind my research is to create my own wonderland. Yes... just like the ones in fairy tales. The kind where all your dreams come true and you live happily ever after. Hehe, it's childish, isn't it? But, I still believe in fairy tales."
Sucrose,More About Sucrose: V Friendship Lv. 6,"If you're busy, please don't let me stand in the way of progress. ...You're not busy? Really? It's fine, I—I get that you have stuff to do. I'm already quite used to working alone. ...You're truly not busy? I—In that case, I don't suppose you could help me with a few things? Or, you know, we could sit and chat about... stuff."
Sucrose,Sucrose's Hobbies,"I like things that look orderly. See? All of my research notes are compiled in notebooks of the exact same thickness. All my potions are lined up according to effect and hue— Wha—What!? What is this purple potion doing here!? Sorry, I—I need to reassess the order of these potions!"
Sucrose,Sucrose's Troubles,"I wonder... What is it that you do in your free time? Every time I get a break, I can never find anything to do. I just find myself staring off into space. Time goes by so quickly when I'm experimenting, so how is it that when I'm not doing anything, the days all feel like years..."
Sucrose,Favorite Food,"I extract the nectar from Sweet Flowers to make candy. When I get stuck in a rut, I just pop one in my mouth and my focus returns. Retaining optimal blood sugar levels during research is essential."
Sucrose,Least Favorite Food,"Once I came to understand more about bio-alchemy, I stopped eating mushrooms. You're no doubt aware? Mushrooms grow on that which has died, which in turn makes me think of other such things, and my appetite just disappears... Blergh..."
Sucrose,Receiving a Gift: I,So delectable! Time to finish my research now that I feel at my best!
Sucrose,Receiving a Gift: II,"I must admit, this tastes a lot better than my healthy meals. Time for me to make some modifications to my diet."
Sucrose,Receiving a Gift: III,"Sorry, I have some... reservations about this dish."
Sucrose,Birthday(Unlocks on the Player's set birthday),"Happy birthday! I've been running experiments for months, and finally I can give you this potion. It will allow you to relive your most beautiful memories of the past year. I call it ""Bio-Potion No. 3916."" Huh? No, no, not 3196, it's 3916!"
Sucrose,Feelings About Ascension: Intro Ascension Phase 1,Finally! A breakthrough in my bio-alchemy research.
Sucrose,Feelings About Ascension: Building Up Ascension Phase 2,"This trip has allowed me to gather a good number of materials. Thank you, I'll be sure to put them to good use."
Sucrose,Feelings About Ascension: Climax Ascension Phase 4,"Recently during my experiments, I've found myself suddenly wondering when I'll next get to go on an adventure with you. So strange... Why do you think that is? I need to do some scientific investigation to find out."
Sucrose,Feelings About Ascension: Conclusion Ascension Phase 6,I have such an abundant array of research materials now! To spend any more time on me would... would really be a waste of your time! At least... let me use my bio-alchemy to make you up some kind of gift!
Tartaglia,Hello,"I'm No. 11 of the Fatui Harbingers, codename Childe, but I also go by Tartaglia. And you... Hmm, you too like to cause quite the stir, don't you? Something tells me we're going to get along splendidly."
Tartaglia,Chat: Idleness,"You know, there are better ways to seek out our enemies than... well, standing here."
Tartaglia,Chat: Test of Skills,"This place is pretty dead... By which I mean, there's nothing to kill."
Tartaglia,Chat: The Fatui,"I wonder what the rest of the Harbingers are up to? Plotting and scheming on an ever-grander scale, no doubt."
Tartaglia,Chat: Snezhnaya,"Where I'm from, if we didn't keep moving, we'd freeze to death. Literally."
Tartaglia,After the Rain,"Ah, perfect weather for fishing! The sound of the rain scares them away, but once it stops, they're yours for the taking."
Tartaglia,When It Snows: Foreign Country,"Haha, ahh... could it be snowing in Snezhnaya too?"
Tartaglia,When It Snows: Snezhnaya,"The world looks glorious in the snow. Pure white, like the light of the moon. A perfect backdrop for bloodshed."
Tartaglia,When It's Windy,The wind is picking up. There is conflict in the air.
Tartaglia,Wind Is Building Up: Foreign Country,Just look at that wind blow!
Tartaglia,Wind Is Building Up: Snezhnaya,"The wind permeates all, cleansing both mind and body. Excellent."
Tartaglia,Good Morning,"Morning, comrade! You're raring to go today, I see."
Tartaglia,Good Afternoon,You look well. What's your secret? Care to exchange notes?
Tartaglia,Good Evening,"Whew, dinner was quite the feast. A spot of exercise is in order."
Tartaglia,Good Night,"Today was great. See you tomorrow, comrade!"
Tartaglia,About Tartaglia,A warrior must always be ready to face any challenge with his blade. The outcome of the battle is irrelevant — what matters is that you learn from the experience.
Tartaglia,About Us: Comrades,"Ah, I'm sure the Harbingers must know of my dealings with you by now. Oh, I'd love to see the look on their faces... Hahaha..."
Tartaglia,About Us: Weapons Friendship Lv. 6,I am the least adept with a bow. And that is precisely why I must master it.
Tartaglia,About Us: Survival Friendship Lv. 6,You wield such powers without owning a Vision... I really am excited to see what you have in store for us... Let's see how far you can go. Just don't go dying on me before you lay it all on the line in our own final battle! I won't allow it!
Tartaglia,About Us: Invitation Friendship Lv. 6,"Comrade, how would you like to join the Fatui? ...Actually, scrap that. With your capabilities, you and I could head-to-head with the Eleven and win. Wouldn't want to miss an opportunity like that.(Actual Voice-Over: Comrade, how would you like to join the Fatui? ...Actually, scrap that. With your capabilities, you and I could go head-to-head with the Harbingers and win. Wouldn't want to miss an opportunity like that.)"
Tartaglia,About the Vision Friendship Lv. 4,"If it makes me stronger, I'll take it. Vision? Great. Delusion? Don't mind if I do. Heretical teachings from the Abyss? Sign me up."
Tartaglia,Something to Share,The skeletal-white snowscape devours life without leaving any trace. It is the invisible enemy we fight against each day.
Tartaglia,Interesting Things,"I once ventured deep into the abyss and came face to face with an enormous beast. I don't know its name, all I know is the sight of it chilled me to the bone. But mark my words, one day I will march back in there and behead that beast, and you, comrade, will be my witness!"
Tartaglia,About Skirk Friendship Lv. 4,"It's been years since I last saw my master. I should hope that next we meet, I'll at least be able to force her to use both hands to beat me..."
Tartaglia,About Zhongli: Pondering Friendship Lv. 4,"There's far more to that man than meets the eye. As for the extent of his power... lots to look forward to, I think."
Tartaglia,About Zhongli: Challenge Friendship Lv. 4 A New Star Approaches,"Tell me, how has Mr. Zhongli been lately? Not bad, you say? Seems he's had no problem acclimating to ""mortal"" life. Hmph, he sure had me fooled. Such a fiasco mustn't be so easily forgiven! The only way to reconciliation is fierce combat! What do you mean I'm no match for him? Hahaha..."
Tartaglia,About Tsaritsa Friendship Lv. 4,"Her Royal Highness the Tsaritsa is actually a gentle soul. Too gentle, in fact, and that's why she had to harden herself. Likewise, she declared war against the whole world only because she dreams of peace. And because she made an enemy of the world, I had the chance to become acquainted with you."
Tartaglia,About Varka Friendship Lv. 4,"Varka? Just the thought of one day going head-to-head with him in combat, the fabled Knight of Boreas himself, titan of the Knights of Favonius... It makes me buzz with excitement. It's a beautiful life we live in this world."
Tartaglia,About The Jester Friendship Lv. 4,"He was the first ever Fatui Harbinger, and today he is our leader. He only appears on important occasions. As for his accomplishments... To be honest, I don't really care. I owe my loyalty and devotion to the Tsaritsa, no one else."
Tartaglia,About The Captain Friendship Lv. 4,"I've seen him in battle before, and oh what a sight it was. Perhaps I'm ranked too low for him to notice me right now. Well, he may not recognize my strengths yet, but one day, I'll show him what I'm made of."
Tartaglia,About The Doctor Friendship Lv. 4,"I heard that he took segments of himself at different ages, made prostheses out of them, and assigned different tasks to each one. I know... all my comrades are a little weird. Well, come to think of it, if I met another version of myself... Hah, we'd have to fight then and there to decide which one of us gets to survive."
Tartaglia,About Damselette Friendship Lv. 4,"The Fatui Harbingers are ranked by strength, and I have no idea why that girl is No. 3. I'd test my skills with every Harbinger who ranks above me if I had the chance, but when it comes to her... something just doesn't feel right. Anyway, you should be careful around her."
Tartaglia,About The Knave Friendship Lv. 4,"Look, I've got nothing against people who have their own agendas — I myself joined the Fatui to get more experience in combat. But I don't like her at all. If she stood to benefit from betraying others, she'd turn against the Tsaritsa in a heartbeat. There isn't a sane bone in her body."
Tartaglia,About The Rooster Friendship Lv. 4,"I don't know what his motivations could be, but he seems genuine about wanting to help me. He treats me just like family. Oh, and speaking of family — Tonia and Teucer are always telling me about the pastries and other gifts he brings them when they write. So while I've been away from Snezhnaya, he's kept his promise to take care of my family."
Tartaglia,About Marionette Friendship Lv. 4,"She always seems engrossed in her research. Hmm... I wonder if those machines have anything to do with her? Anyway, I've only met her a few times, but every time she looked like she wanted to murder me. I have no idea what I possibly could have done to annoy her, though."
Tartaglia,About Regrator Friendship Lv. 4,"Oh, now that guy has a head full of grandiose plans fueled by raw ambition. I don't understand a word he says once he starts talking about his theories... Eh, but as long as he keeps our cash reserves stocked up, I'm not complaining."
Tartaglia,About The Fair Lady Friendship Lv. 4 Omnipresence Over Mortals,"I never got along with her, you know that. I guess there's not much more worth saying about her at this point. When you're a harbinger, you have to accept that death could come at any time... But don't worry about me. No matter what happens, I'll do whatever it takes to keep myself alive."
Tartaglia,About The Balladeer Friendship Lv. 4 Omnipresence Over Mortals,"After he took the Gnosis, we lost all contact with him. Now comes the task of trying to hunt it down and get it back... I actually don't mind it — it means I get to travel all over. Wonder if I'll run into you somewhere along the way?"
Tartaglia,More About Tartaglia: I,"Remember, comrade, one day I will conquer the world!"
Tartaglia,More About Tartaglia: II Friendship Lv. 3,"Face me in person, man to man, and I'll always have a chance of beating you. Same goes if you're a deity or a monster from the abyss. But the Harbingers? They are more enamored with their intangible methods, spending their days scheming and maneuvering. This is why we cannot get along."
Tartaglia,More About Tartaglia: III Friendship Lv. 4,"However far away my motherland may be, we all live under the same sky. That snow-white moon... My family must be able to see it too. I hope my siblings are well... And I hope that they have turned out to be formidable warriors too.(Actual Voice-Over: However far away my motherland may be, we all live under the same sky. That snow-white moon... My family must be able to see it too. I hope my siblings... I hope that they have turned out to be formidable warriors as well.)"
Tartaglia,More About Tartaglia: IV Friendship Lv. 5,"Comrade, a word of advice: Don't go yelling stupid things in the heat of battle. They might sound good in your head, but if you think about it, they make no sense at all. I'm talking about things like, ""I'm on fire!"" That's the last thing we want. Fire leaves behind nothing but ashes. And you must survive at all costs."
Tartaglia,More About Tartaglia: V Friendship Lv. 6,"Ah, how time flies. One day, you will see how I conquer the world and crush the thrones of gods beneath my heel. In the meantime... no dying, comrade! Keep yourself alive, haha."
Tartaglia,Tartaglia's Hobbies,Ice fishing and combat follow the same principle. Patience and decisiveness are key. Though having said that... I suppose the same is true of everything in life.
Tartaglia,Tartaglia's Troubles,"My pet peeves? Hmm, well, to be honest, I'm far too busy journeying with you and slaying powerful enemies to dwell on such trifling matters."
Tartaglia,Favorite Food,There's plenty of delicious food to sink your teeth into in this world... and plenty of fights to sink your teeth into as well. Life is beautiful.
Tartaglia,Least Favorite Food,"Food is like weaponry. A true warrior never deliberates unduly over their choice of weapon, nor do they do so over the food they eat. Neither should you."
Tartaglia,Receiving a Gift: I,"Eating delicious food really has a way of taking all your cares away. Now, how should I repay you?"
Tartaglia,Receiving a Gift: II,"Your cooking skills seem to have improved quite a lot. Does that mean you're getting stronger all the time, too?"
Tartaglia,Receiving a Gift: III,"Um, I'll admit the taste surprises me a little. Hmm? Okay... I'll try one more bite."
Tartaglia,Birthday,"Happy birthday, comrade! Anyone you need knocked off their perch today? Let me know. I'll happily oblige..."
Tartaglia,Feelings About Ascension: Intro Ascension Phase 1,"Ho, I feel like I've gotten stronger! Now, who shall I use as my guinea pig..."
Tartaglia,Feelings About Ascension: Building Up Ascension Phase 2,"""A warrior's strength is like a dome. The bigger the dome, the more opponents he can challenge inside it."" Hmm, who was it that said this again?"
Tartaglia,Feelings About Ascension: Climax Ascension Phase 4,"Bravo, comrade! Thanks to your help, I am one step closer to my goal of conquering the world. I doubt even the Tsaritsa herself ever expected I would make it this far."
Tartaglia,Feelings About Ascension: Conclusion Ascension Phase 6,"Comrade. Make sure you keep training too. Otherwise, who will be left to fight me to the death when the world lies defeated at my feet?"
Thoma,Hello,"It's good to meet you at last, Traveler. I've been hearing about you for a long time now. I'm your new buddy, Thoma — as long as that's okay with you, of course!"
Thoma,Chat: Thoma's Treat,"Hey... how about we go for a nice meal some time? My treat, of course."
Thoma,Chat: Concern,"I feel like there's something I forgot to do... hmm, I tidied the courtyard, put the tea on... Eh, it's probably just my mind playing tricks on me."
Thoma,Chat: Mora,"I really did spend a lot recently, only 10 Mora left... Still, 10 Mora's better than no Mora!"
Thoma,When It Rains,"Where'd this rain come from? Are you gonna be okay? Here, I'll lend you my coat..."
Thoma,When Thunder Strikes,You don't wanna be out in open country in this kind of weather. You'll get struck by lightning for sure.
Thoma,When It Snows,"Don't run on the ice... 'cause if you fall down, I won't help you up, you gotta learn somehow."
Thoma,When the Sun Is Out,Lovely weather we're having! Will you join me for a walk?
Thoma,Good Morning,"Morning! If you're free, why not come with me to the market? The vegetables are freshest earlier in the day."
Thoma,Good Afternoon,"On the lunch menu today, we have Sakura Tempura and Tricolor Dango! Here, there's some for you, some for Paimon, and I also put some aside for milady and the man of the clan himself. Ah, wait, I forgot someone... There's none for me..."
Thoma,Good Evening,"Come quick, we gotta get down to the market — they slash the prices on fish around this time of day. Oh, and if you find something that you just can't do without, I'll help you haggle the price down."
Thoma,Good Night,"Okay, good night. You had a busy day today, you should get some rest, too. Don't stay up late."
Thoma,About Thoma: Housekeeper,"It was never Ayaka or Ayato's intention to make me the housekeeper, I volunteered. I like this kind of work. Putting everything in order gives me a great sense of achievement, and based on everyone's reactions... Yeah, I think I do a pretty good job."
Thoma,About Thoma: Meaning Friendship Lv. 4,"For me, housework is about keeping a space clean and tidy, so that everyone who lives there has a smile on their face. And now... it looks like I'm responsible for another smile. I'll do my best to deliver!"
Thoma,About Us: Eating Alone,"Hey, how come you're eating here all alone? ...Uh, is it okay if I join you? Or did you just want some space?"
Thoma,"About Us: Oath Friendship Lv. 6 Stillness, the Sublimation of Shadow","If you hadn't put yourself out there during the Vision Hunt Ceremony and taken on the Raiden Shogun all by yourself, I would've lost my Vision, and with it all my aspirations. I've been thinking about this a lot, and it seems there's only one way I could ever properly repay you...I, Thoma, give to you my weapon and my loyalty, and I promise to fight for you, no matter what."
Thoma,About the Vision Friendship Lv. 4,Those that receive Visions should look after them. I certainly don't plan on losing mine.
Thoma,Something to Share,"I've gotten to know all kinds of people over the years, and I'd say that Inazumans are more particular about etiquette than Mondstadters. If you make sure you're always polite to people, it's much easier to get things done."
Thoma,Interesting Things: Tanuki,"I've always wanted to see a tanuki shapeshifting. They say it can change into all kinds of things, and that it likes to play pranks on passersby. It's a creature with a sense of humor, that's for sure."
Thoma,Interesting Things: Animals,"Are you an animal person, too? If you are, let me take you to the outskirts some time, it's great. I just need to give a whistle, and all these puppies and kittens will come out of nowhere and start strutting around your ankles, clamoring for your affection. Haha, just imagining it is already brightening my day."
Thoma,About Yae Miko Friendship Lv. 4,"Lady Miko? Wh—What about her? *sigh* Every time Miss Kamisato sends me out to deliver messages, my least-favorite destination is the Grand Narukami Shrine... Oh! N—Not because Lady Miko scares the bejeebers out of me, it's, uh... respect. Yes! She strikes respect deep into my heart, ahahahaha..."
Thoma,About the Raiden Shogun: Comparison Friendship Lv. 4,"In my homeland of Mondstadt, almost everyone has great reverence for the Anemo Archon, Barbatos. But people in Inazuma feel a little differently toward the Shogun. How can I put this... They feel love, respect, gratitude... but also fear."
Thoma,"About the Raiden Shogun: The Unknown Friendship Lv. 4 Stillness, the Sublimation of Shadow","Honestly, I don't harbor any resentment toward the Shogun. Yes, she almost took my Vision away, but ultimately that's just because of her unique perspective. Everyone has their own perspective, there's nothing strange about that.The only thing I don't understand is her goal in doing so. What does she imagine eternity really looks like for Inazuma? And why is sacrificing her people's aspirations so necessary to achieve it? I can neither understand nor agree with her approach."
Thoma,"About Beidou Friendship Lv. 4 Stillness, the Sublimation of Shadow","The captain of The Crux — a formidable woman indeed. She once promised to take me out onto the open ocean to get a look at the thunderstorm that seals off Inazuma from the outside world. It's a shame that to this day, I've never had the chance to take her up on the offer..."
Thoma,About Kamisato Ayato Friendship Lv. 4,"As head of the Kamisato Clan, he's in a tough position. With all the political upheaval, he has to contend with public disquiet on one hand and a bunch of self-serving, degenerate public officials on the other. It's best not to dwell on it. All I can do is make sure to look out for him when he's at home."
Thoma,"About Kamisato Ayaka Friendship Lv. 4 Stillness, the Sublimation of Shadow","Milady is in all respects a well-rounded person: erudite, compassionate, well-mannered, and elegant... The one thing she could do better is to speak her mind more. In fact, watch out for this the next time you're talking to her — sometimes, she looks like she's about to say something, but then she holds back. If that happens, keep asking her opinion, see if you can encourage her to open up a little."
Thoma,About Yoimiya Friendship Lv. 4,"Of Naganohara Fireworks fame? She's so easy to get along with. Super straightforward, just says whatever she thinks. Oh, and Naganohara fireworks are just incredible, you should take every chance you get to see them in action. Ah, on that note — here, have a coupon!"
Thoma,About Sayu Friendship Lv. 4,"Ah Sayu, stubborn Sayu. I've asked her countless times to teach me ninjutsu, but she always refuses. She even goes out of her way to avoid me now... I'm just a student looking for a teacher, am I really that out of line?"
Thoma,About Kujou Sara Friendship Lv. 4,"The Tenryou Commission General... Mm... Make sure to be extra careful if you have any dealings with her. She has a lot of power in her hands, and she's not very open to persuasion. Smiling and batting your eyelids certainly won't get you anywhere with her."
Thoma,About Arataki Itto Friendship Lv. 4,"Hmm... Word on the street is that he's quite a character — apparently, he even has youkai heritage. Have you met him? If you two are close, maybe you could introduce me sometime. It's good to make friends from all walks of life... youkai included!"
Thoma,About Shikanoin Heizou Friendship Lv. 4,"Ho, that guy is a detective for the Tenryou Commission. He seems to have his own way of doing things — not the easiest person to get along with. Also... Any situation that involves a detective is probably not one that's going to end well. I think I'll keep on giving him a wide berth."
Thoma,About Jean Friendship Lv. 4,"Oh, so Jean from the Gunnhildr Clan is the Master of the Knights of Favonius now? She definitely deserves it, she's known all over for her impeccable conduct... Oh, just the ""Acting"" Grand Master? Haha, well, someone of her standing won't care about titles."
Thoma,About Eula Friendship Lv. 4,"You've had a run-in with Eula Lawrence before, huh? All I know is that their whole family are about the worst-tempered people you could ever meet. You're better off steering clear of them if you can help it. Ah, now I'm in a Mondstadt mood again... The memories."
Thoma,More About Thoma: I,"Anything I can lend a hand with? If something needs doing around the house or you're having some interpersonal strife, just say the word. Hmm? A conversation... I see, I see. That's a little different from what I'm used to, but I'm all for it."
Thoma,More About Thoma: II Friendship Lv. 3,"I'm not from Inazuma originally — I think I've told you that before, right? I took a boat all the way here from Mondstadt, found I liked the place, and was also lucky enough to meet the wonderful Kamisato siblings, so I just ended up staying."
Thoma,More About Thoma: III Friendship Lv. 4,"I get homesick once in a while, too, so I completely relate to all the international merchants on Ritou. I try to look out for them as much as I can. The difference between us is that they see themselves as just passing by, and have no intention of trying to integrate here. And because that's how they think, it becomes their reality. The majority of Inazumans will never see them as anything more than outsiders."
Thoma,More About Thoma: IV Friendship Lv. 5,"For some of the more conservatively minded people in Inazuma, the idea of an outlander working as a retainer for one of the Commissions is unthinkable. So there was a time when I was not that welcome here. I'm pretty sure I'd have been deported a long time ago without a couple of Kamisatos fighting my corner. I couldn't let the clan down after they'd been so kind to me, so I put in a lot of honest work, and eventually, everyone was finally able to accept me."
Thoma,More About Thoma: V Friendship Lv. 6,"I'm not sure if I should get into this, but... Ah, hopefully you won't mind. I went through a period where I really just wanted to go home — Mondstadt is my homeland, after all. But I was torn... It wouldn't be easy to leave Inazuma behind, either. I mean, just look how good the people here have been to me. The Kamisato Clan always has a room for me, and there are people I've met here that are like family. So, I went back and forth over it, and ultimately decided I'd stay in Inazuma. When I'm missing Mondstadt... I can just chat with you. You don't mind my rambling, do you?"
Thoma,Thoma's Hobbies,"I've been really getting into stories about the unnatural recently. Especially ones about shapeshifting youkai — they're so fascinating. Before that, I was really into ninjutsu for a while, and before that... Hmm? You think I'm not dedicated enough? N—No! It's not like that, you got me all wrong!"
Thoma,Thoma's Troubles,"I'm in a real pickle here. The chief is hosting a banquet for his friends tonight, and he says he wants me to splurge a little by cooking some Butter Crab. The only problem is that for the last two days, I haven't been able to buy crab anywhere! So, what, am I gonna have to dive into the ocean and grab them myself?"
Thoma,Favorite Food,"Without a doubt, my favorite food is Rice Cake Soup. I like cooking up a big, delicious potful for everyone to share. It's a recipe for a good time."
Thoma,Least Favorite Food,"As far as food is concerned, I'm fine with anything. If we're counting beverages, though... I'm not very good with alcohol. Don't laugh, and before you say it — yes, I've wondered what this says about my identity as a Mondstadter. But, y'know... too much alcohol is bad for you, anyway. So not drinking is a good thing."
Thoma,Receiving a Gift: I,Delicious! Could I get another bowl of rice?
Thoma,Receiving a Gift: II,"Um, are you free right now? Would you mind sharing some of your cooking tips with me?"
Thoma,Receiving a Gift: III,"I don't think I've ever tasted anything like this... Oh, it's not too bad, though."
Thoma,Birthday,"Quick, come with me! I remembered it's your birthday, obviously, so I thought I'd throw you a proper party. There's food, there's drinks, and I invited a whole bunch of your friends, too. Hey, this is your birthday we're talking about! I wasn't about to let you spend it all alone!"
Thoma,Feelings About Ascension: Intro Ascension Phase 1,"Really? This'll make me stronger? You'd better not be kidding, I have stacks of laundry to do."
Thoma,Feelings About Ascension: Building Up Ascension Phase 2,It feels like... a fire inside of me has just begun to burn.
Thoma,Feelings About Ascension: Climax Ascension Phase 4,"I have all of this power, but how should I use it? I need to give this one some serious thought."
Thoma,Feelings About Ascension: Conclusion Ascension Phase 6,"Thank you for placing your trust in me. Your kindness warms my heart more than the brightest flame ever could. But not to worry, I've figured out what I want to do now. My strength is your shield, and I will always be here to protect you."
Tighnari,Hello,"Hi there. I'm Tighnari, Forest Watcher of the Avidya Forest. My duty is to preserve both the rainforest's ecosystem and the safety of its visitors. If this is your first time here, I suggest you first peruse the Avidya Forest Survival Guide, paying particular attention to the chapter ""Distinguishing Between Edible and Poisonous Mushrooms."
Tighnari,Chat: Leaf Bookmark,"If you press a leaf between dry sheets of paper, you can make an attractive and handy bookmark."
Tighnari,Chat: Mistakes,Don't be afraid to make mistakes. It's all part of the learning process.
Tighnari,Chat: The Value of Knowledge,The value of knowledge cannot simply be quantified in monetary terms.
Tighnari,When It Rains,"I'm used to the rain, but you should probably use an umbrella."
Tighnari,After the Rain,I applied a plant-based waterproofing oil to my tail. One swish and it's dry.
Tighnari,When Thunder Strikes,"Ah, the thunder's so loud! Ugh... My head hurts..."
Tighnari,When It Snows,"I don't see weather like this very often! Oh, are you cold? If you want, you can tuck your hands into my tail."
Tighnari,When the Wind Is Blowing,My ears... My ears... They're going to be blown inside out!
Tighnari,In the Desert,"Gah, it's so hot... Even a Mist Flower would melt in this heat... Ah, now that I think about it, it wouldn't... but you get what I mean, hehe... Ugh..."
Tighnari,Good Morning,Listen! That's the sound of dew dripping upon the leaves.
Tighnari,Good Afternoon,"During lunch breaks, I like to sit in a tree and admire the sunlight streaming through the canopy. If I'm not careful, I'll fall asleep..."
Tighnari,Good Evening,Good evening. I'm preparing to go observe bioluminescent flora. Want to come?
Tighnari,Good Night,Get some sleep. I'll be on guard duty — it'll be a good time to write today's patrol log entry.
Tighnari,About Tighnari: Profession,"I studied botany in the Amurta Darshan. My academic adviser wanted me to join the faculty after graduation, but to be quite honest, I prefer a somewhat freer research environment. From my observations, the way that the Akademiya handles certain matters leaves much to be desired. Fortunately, my adviser didn't push the issue — heh, not like that would've worked."
Tighnari,About Tighnari: Kin,"Many people think that my kind are loners, and I don't blame them for thinking that. The few of us around are mostly scholars, and we're always chasing our research — so you'd be lucky to spy a single tuft of tail fur in a whole year. Like my father, for example. He's an entomologist, and lately, he's been studying the evolution of beetles in the desert... I have no intention of joining him. I'm ashamed to admit that I don't tolerate the sun very well. Prolonged exposure turns my brain and body into mush."
Tighnari,About Us: Getting Along,I believe that the best way to achieve mutual understanding with someone is to spend time with them. Other methods are less realistic. That's why there is no need to rush introductions. Time will settle everything.
Tighnari,About Us: Friends Friendship Lv. 6,"""Are we officially friends?"" What, so this sort of thing needs official documentation now? Okay then... Well, hand over your ""friendship certificate."" I assume it'll need my signature."
Tighnari,About the Vision Friendship Lv. 4,"I remember praying as a kid that if I were lucky enough to receive a Vision, it had to be a Dendro one. It wasn't because of research. I just wanted to make a vine ladder to reach high-hanging fruit."
Tighnari,Something to Share: Aranara,"I've heard about the Aranara for some time now, but I haven't personally seen any. Sometimes, I hear rustling sounds from the forest's depths, but they disappear when I go closer. That's a good thing, though. At least they know how to protect themselves, unlike those stupid adventurers whose first thought when they run into an Avidya Leopard is ""Ooh, maybe I'll form an inter-species friendship today."
Tighnari,Something to Share: Karkata Friendship Lv. 4 The Unanswerable Problems,"Don't worry about Karkata. I told the Matra I know that it's my research assistant. If anyone wants to do anything to it, they'll need to go through me. ...Since you seem to care a lot about Karkata, why don't you enroll in some courses at the Spantamad Darshan? That way, you can care for it even if I'm gone."
Tighnari,Interesting Things,"Did you know that plants can camouflage themselves? Some mimic insects or birds to intimidate their natural predators, others produce bait to attract pollinators, and still others are obligate carnivores that utilize enticing fragrances or honey to lure in their prey... Hmm, I feel like I'm not just talking about plants anymore."
Tighnari,About Collei Friendship Lv. 4,"When that child was first brought here, she was effectively illiterate. It wasn't a huge issue, though. She's a hard worker and a diligent student, so she's made good progress. Still, her goal is to learn advanced medical techniques, so she still has a long way to go. She sometimes puts too much pressure on herself... Help her out when you can, would you? Consider it a favor for me as her mentor. Thanks a lot."
Tighnari,About Cyno: General Mahamatra Friendship Lv. 4,"You want to see Cyno...? Well, firstly, a word of caution: if he ever comes chasing you down for work-related reasons, prepare for the nightmare of a lifetime. Other than that, General Mahamatra is a high-ranking position, so it usually isn't easy to find him. But he does occasionally go to Gandharva Ville to see Collei. As much as he might want to stay unnoticed, he can't fool my ears, heh."
Tighnari,"About Cyno: Good Question Friendship Lv. 4 Akasha Pulses, the Kalpa Flame Rises","After my adviser's rescue, I wrote him a letter to send my regards. To my surprise, he wrote back saying that someone had already given him my regards in person. He ended the letter with a query ""Why is the General Mahamatra saying he wants to leverage the full might of Sumeru to restore the reputation of sages?"" ...Good question. I'd like to know, too."
Tighnari,About Alhaitham Friendship Lv. 4,"Be careful of Alhaitham. I'm not saying he's a bad guy, but he purely operates by rationality, so people often find his actions unacceptable. If you don't believe me, just ask his housemate — thanks to Alhaitham, he has more pent-up frustration than an angry Anemo Slime."
Tighnari,About Kaveh Friendship Lv. 4,"Kaveh is a famous architect in Sumeru. The Palace of Alcazarzaray is his magnum opus. During the initial planning, he even asked me to recommend suitable ornamental flora. I don't know why or how, but he ended up heavily in debt after the palace was completed. Alhaitham is helping out by letting him stay at his place, but... I don't know whether that's a blessing or a curse..."
Tighnari,About Dori Friendship Lv. 4,"The renowned Lord Sangemah Bay is none other than Dori. I became acquainted with her through a previous research project. It had required very rare materials, and the only way I could get them was through her and her mysterious supply network. Uh... never you mind what I was buying and what I was researching, thank you very much!"
Tighnari,"About Layla Friendship Lv. 4 Akasha Pulses, the Kalpa Flame Rises","I've heard of her, the famous ""Sleepwalking Eccentric."" The rumors about her sleepwalking are really quite absurd: feats of superhuman strength, sprinting through Aaru Village at night, scaling the Wall of Samiel with her bare hands... Some even say that she can write a 100,000-word thesis while asleep! What a load of nonsense."
Tighnari,About Lisa Friendship Lv. 4,"Cyno has mentioned her before — an extraordinary genius with a veritable wealth of knowledge and talent. A pity that she returned to Mondstadt so long ago. Perhaps, in the course of her studies, she witnessed the horrifying side of knowledge..."
Tighnari,About Lesser Lord Kusanali Friendship Lv. 4,"As a student, I once heard this saying: ""Plants and the Land of Dendro share the same history."" It could just be one of those things that people say, but I've always felt that there's a deeper meaning to those words... If I meet Lesser Lord Kusanali one day, I wonder... if she would explain them to me?"
Tighnari,"About Dehya Friendship Lv. 4 Akasha Pulses, the Kalpa Flame Rises","Everything happened so fast, and I didn't get the chance to properly thank her. To have a capable and reliable person like her on your side is extremely fortunate. I'm sure she must have many groups trying to persuade her to join their ranks. But she definitely doesn't strike me as the kind of person who would be interested in joining the Akademiya or the Forest Rangers, so I'll spare myself the inevitable rejection."
Tighnari,More About Tighnari: I,"Are you acclimating to the rainforest? I suggest that you keep your eyes and ears open. Take care of yourself, and if anything happens, just flag down a Forest Ranger."
