content,score
Newest 5 star character that we've been waiting months for is worse than the worst 4 star characters in the game. Thanks for absolutely crushing the coolest looking character in the Sumeru cast.,1
"while the game itself is incredible and enjoyable, the only thing i would like more is controller support on an android device. Besides that, this game doesn't have any major flaws (from what I've seen).",5
Know your community's worth not your pride and ego,5
Good game,5
Do dehya justice.,1
Please fix dehya,1
This game sucks it's been one year j started this game i Haven't won a single 50 50 i just give up on this game i am done,5
Best graphic on mobile,5
I really love this game!! Also can you give me 12980 Primo gems please I want to get my 5 stars characters!!! I really like this game!!,5
Buff dehya,1
"To Good. Actually I Can't Describe How Nice The Game Really Is. But I Have Complaint That The Servers In India Are Very Poor. Ping Goes Very High And Cause Lag & FrameDrops. So I Have Request, Please Improve The Servers. Thank You Genshin Impact For This Amazing Game 😍...",5
Improve Dehya's kit you racist piece of trash,1
"1* for killing Dehya. She is so beauty and so weak, her damage doesn't fit even for 4* char",1
It show so much adventures and such amazing landscape. Some monsters can be stronger which adds more exciting experiences. Flat out awesome game and so many friends.,4
جميل,5
Let dehya jump,1
"The game is amazing, it's a lot like legends of Zelda's breath of the wild. I just wish it was easier to do summons, the pity system isn't the problem. It's the fact it's so hard to get a lot of primogems at once. I feel if you increase the number of achievement primogems and how many quests give people would enjoy the game a lot more.",4
Why i cant enter the game it said network timeout but my internet it so fast and smoothly i try to restart my internet and nothing happen its always said network timeout if i login my account i try to delete genshin and install and nothing happen its always said that. Please fix 2.4 network,5
Perfect game ite very easy except the bosses but its cool,5
Fix your characters think fam think,1
I rate this game 10/10 cause the graphics are amazing and the gameplay is great on PC,5
Good,5
"It's a good game, but it takes up sooo much storage",5
Great adventure game,5
✨✨✨swaggy✨✨✨,5
"New review patch 3.5: What has changed? Rating still 3 stars. What's new? Game is still progressing well with events, storyline, characters and regions. What's still bad? The company is still greedy and in additionally they are kinda racist i.e. They introduced 2 dark skinned characters: Xinyan and Dehya with both being useless in their kits. Why can't Dehya be a functional character? What can be improved? Maybe add new endgame and artifacts rng rate? Will I recommend this game? Yes and no.",3
"Game is great, but you need wifi to actually play. Otherwise it keeps closing on you constantly",3
It's very fun but I would like it if it was easier for free to play players to get characters.,5
Justice for Dehya,1
"I love Venti, he is the best archon, Barbatos bless you, Venti is so hot, and amazing",5
"Fantastic world building with fantastic characters and music to accompany it. I'm a bit disappointed with Inazuma Arc Act III because it felt rush and could've been executed much better. Edit: Holy moly, ever since 2.7's Interlude Chapter Archon Quest, the game has been killing it with the story!! Sumeru's Archon Quest was SUCH A MASTERPIECE.",5
"This Is The best open world game in the world you can not change my mind. The story, the elements, The Combat Everything is on point. But Glitchs IT OS THE MOST ANNOYING THING EVER... That is it",5
From the video that I see,5
Everything is great but there is a lot of fps drop in the desert,3
"This game is actually good compared to other games, but there some things which really annoys me, like the starting screen is suuper slow and sometimes the game just crashes randomly and more. Now maybe this has changed today,I'm saying this because I only USED to play this game, I'm not playing it currently. I came here to just put a review.",4
Graphics are at extreme level No Lag but while playing phone get heated ....and the exploring openworld is awesome..,5
It is a really nice game.... But please buff dehya,5
Just 5 stars :),5
What even is the point with dheya srsly she literally has almost no practical usage in any team heck even 4 stars have more utility than her... Honestly damage alone is not the only issue here so frckn fix her!!! What you have done to her is just pure sickening,1
i got addicted..,5
HESSS HEEEREEE GUYSSS 😭😭😭💙💙💙(finally wanderer is playable),5
This game is so good,5
game,4
I cry,1
"I tried to buy buttle pass and crystals from my mobile phone, but got en error, because I registered my account from other platform. Technical support can't solve this problem.",1
Great,5
wow,4
"I'mma say..please do buff dehya and make her OP! having her now ,it's hurt when people keep saying that she's worthless and bad. hoyoverse DO SOMETHING!! I just wanted her to be my strongest pyro dps even since i don't have pyro dps yet.",1
I give it a 5 Star rating bc The game is SO smooth like I almost cried when I was Venti running in monsta so much Thank you for the new character!!!,5
Thanks for giving me raiden ei 😍 in 30 pity after losing to qiqi. 😰 I hope i win on my next 50/50 because i didn't know the feeling of winning 50/50 on the character banner that I want😥,5
Dehya needs a buff,1
This is a good game but when you start downloading the resources when you just first playing this it takes too much time and the download won't pause. I recommend that you would allow players to download resources while opening other apps so they won't get bored and just cancel it.,3
BUFF DIYA NOWWWWWWWWWWWWWW,1
This game is very cool and interesting! I love this game! I always support genshin impact!❤️,5
Amazing game amazing graphics but takes up too much space.,4
Nothing new,1
"The recent patches show that they don't really know where they're going gameplay-wise. I would only maybe recommend this for ppl who play for the story (I wouldn't know bc I don't). Anyone else, I would recommend playing another game. From the version 3.0 patches to date (up until the start of patch 3.5 as of writting this review), there are 2 new characters out of 8 that have an interesting kit. Everyone else either is a stronger copy of a previous character or has a poorly thought out kit.",1
Havent yet been able to play the game. Takes so much storage. Theres nothing else for me to delete to make room! But I've heard such good things about it. And I want to play so bad. But the strange usage is so much,3
Fix Dehya,1
حبيت اللعبة كثيييير😘😘😘😘,5
😝😝,5
I lost every 50-50,1
BRUHHHHH,5
"This game is my fav game ever, thank you Hoyoverse ❤️",5
"I will make my point. 1. Dehya, her character is way too weak, even for standard banner character's standard. At least buff her scaling. It doesn't make any sense as of now. 2. You need to take a break. No need to deliver us new story per patch with mediocre result. 3.5 story quest had potential, but i think it's way too rushed and forced. It's like it's unfinished. Calm down a bit... I will update my review later after this. For now, i'm quite disatisfied with genshin's state.",1
Good game,5
"The Zelda Killer! Bought a new phone just to play this game. I have a switch but will probably be playing this always expanding game much longer than I will the, by comparison, static Zelda BotW and TotK.",5
"Buff dehya, I have send you the mail. Please consider it",1
Probably the best game i played it's so interesting,5
"The game has amazing story, characters, iam obsessed with this game",5
I love the game but dehya is so bad I cannot enjoy a character I love. Her jumping cause a complete cancel of her burst which already does so little damage. I hate how you cannot use yelan or xingqui with her. She is so bad that you literally have to force her into a team while you have far better options just to play her.,1
"I find the game so fun getting characters, doing quests, unlocking new maps and places there is so much to do in thing game i recommend it 👌 😀",5
"Пока проходишь сюжет все ок, дальше обычная дрочильня причем здесь нет скипа или автобоя как в тех же ж азур или арк",1
It's game amazing,5
"This game is already great,but i have a little issue with the game mechanic.The resin cap is kinda low considering you need those for alot of things like artifacts,talents,bosses,etc.I really hope Hoyoverse could increase the cap so that players dont have to wait or increase the speed rate of resin regeneration.",5
I LOVE THIS GAME IT'S JUST AMAZING AND ADDICTIVE ! THE TWITS AND EVERYTHING ONG!!,3
"The 3.5 Archon Quest ""CARIBERT, Chapter III: Act VI"". SUCKS! Every Archon Quest has a very good story line and interesting story, EXCEPT Caribert, its not interesting, no Dainsleif screen time. 3.5 Archon Quest is TRASH! I hope the upcoming Archon Quest will improve more, it has to have a interesting story line.",1
Геншин по отзывам лучше роблокса но роблокс держится на 500м скачиваний а свою очередь геншин имеет в десять раз меньше 50м скачиваний жаль конечно роблокс не заслужил первое место,5
No words... Superb game i had ever seen,5
Amazing,5
This app has very nice graphics and animations. It's a great game. But the loading time is too much. Please decrease loading time..... The game would become even more fun if the loading time is decreased.,5
I LOVE IT .,5
♡,5
Best game EVER,5
This is not working from mobil 😡😡😡,1
shame this dev purposely make character kit bad because she'll be in permanent character. at this point there should be no excuse they release character with kit like dehya,1
Best game ever,5
Not bad I gave it 4 stars cuz it's a glitchy game idk what's wrong with it but I think the problem is my iPad I really don know.But still it's a nice game👍,4
It is great (:,5
This game loading too slow like a snail walking to look for a new she'll for 150 years having a very long time to wait it not even that fun at all,2
I got my account can't login,1
Fix Dehya,1
its an amazing game with nice lore and characters but when it comes to farming artifacts the luck is horrible and if u start playing now you miss so many weapons and other things but overall its a nice game to play with friends and alone,4
"Ok. I have to be more honest here. As someone who has played this nearly for a year and went for a hiatus, it was fun and enjoyable! Playing with friends, laughing around and listening to the lores abt the game/charas was entertaining. However at a higher adventure rank, the process would repetitive and a little dry. Even if hoyo comes up with new events, I would be done with it really soon and be bored afterwards. overall it was fun while it lasted, go try it out! it won't disappoint you.",4
FixDeyha,1
I love it but it takes soooooooo long to load,3
The storage is too big,5
This game is so amazing 🔥,5
"Ya no se que hacer... Lo desisntalé, lo reinicié, cambie ajustes, Y NADA! siempre se queda pegado en la 3ra ronda con Tartaglia, NO PUEDO AVANZAR! Alguna solución por favor, el juego es muy entretenido y me gustaría saber que pasa después. El juego va bien, todo lo demás esta bien. Pero llego a la 3ra pelea y se pega, no me deja hacer nada. 😭😭😭😭",3
When mondstat new area release?,5
It is so freaking amazing like OMG,5
Ayooo I like this game,4
"""311 MB download"" okay I know these are normally false cause it only states initial download size... it then had a patch for about a gig, okay that's fine... then I was told insufficient space when I have nearly 20GB of space so I check and the download is almost 21GB more????? Uhmm excuse me? BTW can't download it to an SD card and 95% of the data stays on main device if try to swap to SD storage just a big NOPE.",1
Please add more endgame content,5
"I don't even play this anymore, but it's unforgivable that they release such an underpowered character (Dehya) on purpose, there's no reason her kit should be this bad. This isn't the first time a character has been gimped either. Don't bother spending money on a game that doesn't put thought into game balance. Look for another ARPG or gacha if you don't want to be disappointed every other update.",1
like,5
It's a great game,5
"Honestly, very good game but major issue is, too little characters and very laggy",5
"So far, I'm loving this game but it takes almost all of my storage space and I dislike the fact that I have to delete lots of things just for this game",5
I played this game before and it had nice gameplay but the only thing I hate about this game is how much storage it takes up,4
Fix. Dehya,1
FIX DEHYA ! BUFF HER !,1
Game is full of mini games. So much potential. No end game content. Tragic. Loved it. Let me know if there is ever end game content.,1
This is the best mobile game,5
Love it sleigh,5
GOODBYE GENSHIN NEXT TIME ITS SO LAG AND I CANNT AFFORD EXPENSIVE PHONE TO PLAY IT BUT I ENJOY THIS GAME,5
Awesome,5
İt is addicting I got banned and now have 4 accounts,5
Buff Dehya.,1
wonderful Game 🥰,5
This game is just the best,5
this game is so bad good graphics and story but i play this game im ar 25 but not single 5 star character from 50 wish please fix or i delete,1
"i really love this game but this is infuriating, u have genshin downloaded in my device, then i updated it, when i opened the app it started re-downloading all that resources that are clearly already in my device",4
Damn!!! I love this game. I'm addicted to it man. I'm so happy that it's playable in smartphones. Thankyou for creating such an amazing game.,5
So far this is the best game I have ever played.,5
Fix Dehya.,1
Definitely a 5stars!! Much better than other games well kinda,5
"SO WHAT I LIKE ABOUT GENSHIN THAT I LOVE IT ALOT YOU CAN EARN, FIGHT PEOPLE JOIN PEOPLE ASWELLL",5
Because i have cayno,5
Never gets old!,5
"I love the game on ps4/5, but on Android phones, it's nearly unplayable unless you are a veteran mobile gamer. We need controller support for Android.",4
Wangy wangy thengs hoyovers,5
rame cui,5
Pretty fun to play !!!!I'll give it a 5 star,5
"For a free to play game. This is an incredible game. Open world is great, missions, great detail in the graphics, and game mechanics are smooth. However, definitely have a higher grade phone. I have a lower end and the game still plays but very laggy. It's a larger game to install on the phone and will show it. I mainly play on console because of this reason.",5
"Its a nice game overall but the thing is, it's too hard to get 5 stars sometimes. I only have a 5 star weapon and nothing else. But the game is really nice, I love the characters and all.",4
Cool,4
Company makes characters with darker complexions absolutely unusable Desert quests involve a racist genie calling desert people inferior and saving said genie Predatory monetisation system (gambling),1
"Liked this game, and have played for a while but now they're just releasing top rarity characters completely unfinished with kits like Dehya that only become mildly usable at higher constellations (which costs 1000s of $). Cannot recommend game until this issue ends.",1
Why did you make the new character Dehya soo bad? She is worse than a 4 star,3
"Its really great♡. Don't get me wrong with the review, but the mechanics and puzzles of every new update is getting alot harder and there are alot of side stories that don't really connect to the main story. Gets me with everything else though♡",4
Best game ever,5
"It's a good game. It has good graphics, phenomenal music, heartwarming stories, and lastly well designed characters",5
"I loved this game but sadly got burnt out of it but still it's quite fun but plz make end game a lil more fun, interesting and slight mid hardness",4
"Never been a fan of cutesy anime-inspired art, but I'm enthralled by this game all the same. Love the gameplay, the open-world freedom, and the progression. Just sucks it's such a hefty size on the phone's storage.",3
Best game ever no doubt but with new update every month the storage is just increasing,5
It's great But if it gove a more wish its was nice,5
Good,5
"I had fun playing this but swhen the update released it won't allow me to play it, please fix.",2
Good game,4
Fix Dehya.,1
"Dehya could be a great character that is fun to play, we wait 7 months for her and got hit with a huge disappointment. Plz fix Dehya",1
I love this game its so fun to play and the charecters are sooo cool I recommend if you like exploring and adventure games.,5
Pee.,5
"as an 2years oldbie player this is my first time feel so confused and depressed when pull Dehya and build this character everything she does feel very underpower even compare with 4 star characters like Bennett, Xiangling, ....",1
The most important thing that caught my eyes in genshin impact was: Money and life are not everything and they can't make you stop gaming. I think it's amazing.,5
Skill issue,5
I love the game it's my favorite only problem how big this game is it takes a lot of space but I really love the game itself,4
"Out of a small line of mediocre non-pale playable female characters, their first 5-star had been released. She contends for the title of worst playable character amongst *both* 4 and 5-star characters with her dysfunctional toolkit. She'll also be on the standard banner, meaning she'll be far harder to obtain past her initial run. There's a clear bias in how her design has been treated, amongst the long list of other issues involving Mihoyo and it deserves more scrutiny.",1
Bad game,2
I like it but i hate my dad so much because my dad just makes me a starter now i dont have keqing and sayu😭😭 help me,4
"I really like the game!, the quality and the gameplay and the character design and the plots, everything is just so good! but i do suggest to add does cutscene things where you can re-watch the cutscene you unlocked just like in honkai impact :D",5
This game is really fun but it takes a lot storage so I have to delete it..But I really enjoy it,4
Buff dehya,1
This game is trash. Pay2win,1
"Lag, its very lag but i like it, but i have to delete because its super lag",3
"After 2years+. Currently cant understand the direction on mihoyo is taking whether killing the game, improving it or just pure greed. Latest character Dehya a 5star is soo underwhelming to the point its 4star in disguise. Even the old standard banner character do more better. Anyway not recommended to new people. I alrdy uninstall this game.",1
I like it,5
I loved this game,5
Fix Dehya,1
Nvm it's not their fault it's that fan Base itsself,4
Streamer luck,5
Bad decision to keep playing this game RNG become really bad.i always getting spam in every single banner to standard Char.,1
Gay,1
This is really nice i love genshin impact ❤️,5
The game is best :),4
very motivational and very true and very very very good it helped in curing my depression i was a paralyzed figure and this made me jump out of my window. overall great experience and highly recommend ✌️✌️😆😆🤘🤘✨✨🎀🎀🥤🥤😈😈,5
I cannot believe that they made Dehya that bad... hoyoverse is such a greedy company,1
"relaxing, beautiful",5
It takes so much space and I had to delete so much apps just for this?!,2
Size of ge data downloading I very big about 20gb ..m Can't you make it lighter size..,3
"My disappointment is immeasurable, and my month is ruined on what you did to dehya.",1
"This game, omg, beautiful",5
Go get a life,1
WTH WHAT DID YOU DO WITH DEHYA????,1
I want get 5 star again huhu,5
"Wonderful game ! I love everything in it, the gameplay, the graphics, quest and story events. Also the dialogs are crisp, funny and enjoyable, preatty easy to understand. Keep up the good work Developers Team, you guys are doing great !!!",5
i love this i started at nov 9 2022 and i finally have xiao my fav try this game it's so good AND GENSHIN PLEASE MAKE XIAOATHER CANON PLEASE,5
AN AMAZING GAME (Edit) only downside is that I had to quit playing because it took up literally ALL my storage space,5
WHY IS THE LOADING SO LONG!? 😡😡😡😡😡🥱🥱🥱🥱🥱,1
File size is too large 20gb biggest game i have seen for Android. Very good graphics and very big map. Overall very good game,5
Fix dehya,1
RIP Dehya,2
I hope my Xiaomi Note 10 can still carry genshin impact until to the end of the story.,5
Eula... Eula?? EULA WHEN??!?!?🌠🌠🌠🌠🌠,5
Nice game,5
It's a wonderful game but I see a problem which I don't like the downloading.....like Jesus it takes like an half an hour to download a single one and I think you could make it for the best game ever,4
Fix Dehya. Please !!,1
I just love this game :),5
They are so pretty,5
Can't express Im pretty satisfaction,5
Fix dehya,1
"Dehya's been released with a broken kit that doesn't have sinergy with anyone and has trouble fitting in a team even for casual overworld gameplay. Please, fix her kit.",1
Fun,5
"Amazing game!! Good graphics, good music Literally everything is good!! As a f2p I think the developers should adjust the weapon banner, but overall it's perfect! . Edit: I uninstalled it cause now I have it on pc. My phone can't handle genshin impact well which is sad. Everytime I opened and clicked to play it would kick me out or freeze the screen. It's really sad",3
The best game i ever played.❤️❤️❤️,5
Gambling addiction 👍,5
FIX DEHYA,1
It has every thing that i want from a game i love it so much😍❤,5
"The game nice overall but one thing that you need to add is vehicle not only water but land,I know there are teleportation but to make it more fun like, travelling a long distance will make it more realistic.I hope you will add these features in the future.",4
"I love this game it's have an amazing graphic,super cool story plot and amazing elements power just love this game but some times it show bugs but still the best game I ever played thx to the game developer 🤔🥰🥰💞😘",5
"There is a trend of good designs but terrible damage for characters all for the sake of money and ""balance"". I would give this a score as low as dehya's poopoo scaling if I could 0.6",1
No storage sigh,5
Amazing,5
Fix Dehya,1
"Its very fun to play.Might be very hard to understand the steps when you first joined Genshin but you'll get the hang of it when you understand the game properly.The graphic,Characters,Events,Places and sounds (e.g Fighting an enemy). This is game is 100% fun to play.Very fun to play events.",5
Very fun game high graphics love it!,5
I love this game but the update man it's always big I only play on data don't have wifi It's hard to update huge files at once.,3
"Guess mihoyo intends to buff the bad characters by making a worse character kit in Dehya. Such wasted potential. If you don't intend her to do high solo damage, fine, but make her at least a decent burgeon reaction trigger. Her cool downs, skill duration, and procs are abyssmal.",1
It's good I like the 5 star characters,5
buff dehya! I demand IMPROVEMENT otherwise I will stop playing this game.dehya turned out to be too weak.,2
"(whaler pov) PLEASE if you read my review, do not attempt to play this game. There is literally no content at the end, when you finish the quests or farmed your characters, everything else is repeating. This game is so boring. Go learn some skill or pick up an instrument and learn how to play it, or watch cat videos. Never install or touch this game this is the most boring game I've ever played. Everything is soulless, low-effort and repeating. The 4.4 rating = FAKE. Value your time do something",1
Good game but they really had to release the darkest skinned girl only to make her trash. Dehya is a nonsense character with no synergy. Hoyoverse didn't listen to their beta testers at all and released a character who's functionally broken.,2
"Great game but it takes up alot of storage space, and it's also kind of hard to get primogems and easy to run out of things to do. While I did enjoy it for a long time, I uninstalled it recently. But I do recommend it! Just make sure to have enough storage lmao",4
"fix dehya, her kit is a joke",1
Bored game,1
changing to 5 stars because i have yanfei now,5
"Awful, it was terrible in every way. Insanely toxic fanbase aswell",1
Best virtual game I ever seen,5
Amazing.,5
Pree fun,5
Purely cos it doesn't have a good movement control. Hate left screen touch fake joy stick controls. If it was touch to move I'd play it for more than 10 seconds,3
I love this game so much by the characters and the storytelling and my cute characters I wished that there was more representation on this game but overall an amazing game and still enjoy the gameplay.,5
Fix Dehya.,1
Great game but when graphic is in middle it makes phone hot . Need new city's already finished 4 country's,5
click bait. i only get 600 primogems..where to get 1k more.,1
Dehya need a bit tweak in her kit and talent scaling so she can be on par with Diluc or another 5 star standard banner,1
"The game is very fun, i play the game for 3 month and I'm AR 55 i have Cyno, Yoimiya, Kazuha, and Qiqi(from zhongli, and now is C2) and have C6 fiscl. Good game :)",5
The story is great love the game,5
Yowai mo,1
Why does my device won't show grass and number damage in my game?? I wanted to showcase my characters but i can't see their damage?,1
Very good game,5
It's a really nice game I'm addicted to it now,5
i like the game but the data pack is too big that i cant enjoy it and it made my phone over heat and theres no option for here on mobile,1
It's beautiful game :),5
buff dehya you racist pigs,1
"не смотря на объем, графика, персонажи и т.д. не лагает. всем советую",5
I can't update,1
"Plays like zelda breath of the wild,good game.",5
"Great that they can release new characters that are so bad it seems like they did it on purpose... fix Dehya, please. Played since beta and have whaled the whole time, but with her release and horrible state, it makes me fear how this game will move forward.",1
Amazing game I enjoyed it!,5
I've played since launch on mobile and PC 2 1/2 years) The games fun with good team building and min/maxing mechanics and good storytelling. But then they ruined the only character I wanted from all of 3.0. since Dehya's unplayable I'm deleting the app on everything. Farewell Travelers,1
1000000000000000000000000/10,5
Love the game give us more 5 Star Characters Please,4
Buff dehya or still 1 star review,1
Buff or rework dehya please :(,5
Just a money grab. It was fun until the one character I was excited for was released and is very very bad. Now people are complaining and the company behind genshin is deleting people's opinions. I can't stand behind a company that treats its player base like this.,1
Tbh this is addicting game but there are a lot of to improve. Will give this time a 3 stars.,3
Why error I can't play it my internet is fast tho,5
"Characters with great appearances and story and a fun exploration and combat system. But it's gacha system relies too much on FOMO that it's just not a healthy game to play. Dehya, the newest character release, in her current state barely functions as a character and performs poorly and is frustrating to use. Yet she is being sold on the limited banner before later being added to standard. She may be useful in the future but you cannot guarantee her if you don't get her now. Same for her weapon.",1
"Really love the graphics, my sister is playing since 2 years",5
"Je ne peux plus jouer au jeux parce qu'il prend trop de place... Sinon les graphiques et le design des personnages sont magnifiques, le gameplay me plaît et il y a toujours quelque chose à faire sur le jeux. Mais svp... Quasiment 30Gb... Je fais comment ?",4
Pleast buff dehya,5
"I love many aspects of this game, however the recent update has been a bit of a mess. Between a mediocre main quest, some underwhelming events and a disastrous new character release I am worried about the game's future. The recent release of Dehya has been met by universal outrage at her complete lack of usability in the game. As she is amazing in every other regard, her gameplay is concerning not just because of how anticipated she was, but because this could easily happen to future characters.",2
Plssssssssssssssssss can you plsss remove lumine in my account plsssssssssssssssssssssssssssssssssss I do hate and am sick of my hated character,1
It’s really hard to be excited about anything in this game because of what the developers did to Dehya. It's hard to trust anything this company puts out. Buff Dehya and stop making mid/garbage colored characters.,1
Donatna zalupa,1
Nice 👍🙂,5
بازی خیلی خوب و با کیفیت بالا و انیمه ای هم هست ولی یک ستاره کم دادم چون باید31گیگ بدی تا بالا بی اید,4
👍🏻,5
"Its a really good game, to be honest i dont mind the rewards. We should just continue enjoying the game until the twins finally reunite. I get that there are not much rewards and primogems but this is about exploring mostly, not summoning. (Disclaimer: im not trying to defend anyone)",5
It's a really cool multiplayer game! I really love it!! I can't stop playing!!,5
Nicely done,5
Fix Dehya. She was a hyped up character for so many people and you release her with a less than subpar kit and broken burst (Not even being able to jump while in it without it ending?!) Is absolutely ridiculous.,1
This game is so much fun better than toward of fantacy,5
Kajajaja,5
Dehya's design is just insulting 5 all the people who spend hours and thousands of dollars playing this game. We expect you to not make terrible characters on purpose just to make losing 50/50 as painful as possible.,1
I'm never really gonna give this game five stars it gets a little glitchy from time to time which is kinda annoying ill admit especially the further I get into the story the games not really great with most phones and if I play it to long my phone starts to over heat. Also there's a bit of a problem with timed challenges cause on phones there's always a good few seconds till monsters and such spawn in and it's not untill you fail a challenge by those few seconds that it gets really annoying,3
His game is so fun I love it it's like this game is like cool it's not bad at all I did is downloading now it's going to play this game with my friends named aphmau,5
"good game , nice graphics , best characters ,free primo's to draw .. great story quest 👍👍👍 keep it up ,",5
Good,5
Justice for Dehya,1
"Please upgrade dehya's kit, Hoyoverse !!! She doesn't deserve to be treated like this bad.",1
You guys ruin dehya,1
This game is the best game I ever seen,5
"I understand some games require further download once installed, but 26 GB is outrageous. Seriously, 26 GB!!!! That's the most of any game BY FAR. *UPDATE* C'mon, are you kidding me?! So many players are complaining about the file size and your response to that is to release an update requiring another 1.5 GB?? This is ridiculous. I love this game so much but I only have so much monthly data and space on my phone, I don't know how much more space and data I can waste on this.",1
Awesome,5
"Game was really fun in the beginning, now it's honestly just a hassle.. it's EXTREMELY hard to just get 160 primogems without spending money and that's still just one spin.. you get 5-10 primos for most difficult tasks and missions.",2
this game is relly good to play,5
"Very good,just a bit lagging and some bad graphics. but still. a good adventuring game. Even my old account gone,i think that its because the developers do the best at the game and almost forgot about it.but ok,nothing really critical in this game. (notes) also,its lagging because i use the graphic higher.",5
#FIXDEHYA Im not change the rating until you fix dehya,1
"racist, first candace and now dehya what's the problem with tanned chars mihoyo?",1
"i play on a low end device, and whenever i use hutao's burst or yelan's skill the enemy health bar suddenly disappears. i need to restart my game to fix it back. i hope that this will be fixed since this is just a minor issue, i moreover love the game despite not seeing the health bar of enemies.",5
pauwi nyo na siya pls,1
"Этой компании плевать на ваши время и деньги. Им не интересно делать качественные игры. Их стратегия - сделать приятное первое впечатление, чтобы игрок не обратил внимание на то, в какой обрезанный кусок недоигры он на самом деле играет. Чем дольше вы поддерживаете геншин, тем сильнее будет разочарование которое вас рано или поздно достигнет. У разработчиков нет мастер-плана, это видно на примерах отвратительных боёвки, лора и истории. Я искренне сожалею о том, что играл в это больше двух лет.",1
"The best one I have played so far . Love the graphics , nature , all the landscapes and the sumeru region is beautiful for its its nature as I am a nature loving explorer . Love this game",5
I would love to rate it 5 star if only you can add audio chat in the game. It is hard to play co op if you need to message your teamate everytime you need to go somewhere,4
"Hey hoyoverse, stop being so intentionally racist and fix dehya's kit.",1
I want my money back. Trash dehya,1
It's op,5
Would be 5 stars but when I got a new phone and I lost all progress content I had gathered.,2
make kaveh 5 star,1
"No just no, save yourself before it's to late.",1
"this game is one of my favorites for its unique and well written characters, the immaculate story and lore, the amazing music and beautiful scenery. however, this game has some key issues that NEED to be addressed if it's going to keep going on. 1. resin/artifact system is awful 2. poor communication between devs and players (the surveys don't do much from my observations) and 3. the characters keep getting worse from what I've seen and the gacha system is questionable at best",3
Best game i have ever played.graphics are very good and the game is highly optimised for smooth gameplay.storylines and cut scenes are very good .loved it❤️,5
Is better the game,5
Please add skip dialogue.,3
It is a very good game... Can say one of the best games I have played in the open world genre . Graphics are awesome! I am very much satisfied 😌 with the game .,5
What happened to dehya,1
"Damn, why u gotta do dehya that dirty, she needs a buff, her burst is buggy",1
Sí ㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤ,5
"I got dehya, how come she's weak even qiqi can do higher dmg than her, hyv you're doing dehya dirty. Her design is pretty cool tho but the dmg grrr just can't get over it I should've save my primo for shenhe😭 even shenhe, a support character can do higher dmg than dehya I hope you fix her soon pls notice this review 😭",1
2 stars because you finally gave us a decent claymore,2
"Buff Dehya, but overall getting to the recent patches, there's nothing at the end of this game but grind that's boring and leads to no end game. It's an unfinished horse drawing that's not getting any better.",1
Please genshin i wanted to update it but there's a problem not letting me doawload it :(,5
Fun,5
"It's been 2 years since the game released, and yet you would release a 5* character (Dehya) that is worse than Qiqi (original worst 5*).",1
DILUCCCCC SMASH 1000/10,5
Idk what's with other people complaining too much and I believe that the resin cap is to prevent you for getting addicted. And...the music is top tier for me,5
"The game is fun and beautiful. The only problem is that it's a gacha game. With that you have to either grind or pay to get the newest character or your favorite characters. As a F2P player, it is really hard to grind for primogems and once you get enough gems, you might not even get the character you want. It takes a long time to grind primogems and to me honestly it's not worth it. I keep playing the game now and then but I don't really have motivation to grind because of how repetitive it is.",4
"Absolutely disgusting 3.5 patch with what Hoyoverse has done to Dehya! Couldn't be bothered to fix her kit during beta (what is the point of the testers then?!). Reveals Candace in her gameplay video but not place Candace as one of the 4 star characters in her and Cyno's banner?! (""Let's slap in Bennet, that will fix everything""). Monstadt Windblume event with no Monstadt 5 star character rerun banner? (""Let's give Ayaka a skin and rerun banner cause she is the lovechild of Genshin"") #FixDehya",1
"The game is great, no doubt about it. But there are few things that make this game not perfect. The enemies are all the same and there are a few of them. I understand that the elements are the important thing but could be more kind of enemies. The combat turn too repetitive after playing 20 or 30 hours. And the second thing, the story is kinda boring. But this is not important in this type of game gacha. Even though that the game is gacha, i love it.",4
"BUFF DEHYA, JUST CUS SHE'S A STANDARD 5 STAR DOESN'T MEAN SHE SHOULD BE THE WORST CHARACTER. SHE'S LITERALLY A 5 STAR, SHE SHOULD BE AT LEAST BETTER THAN 4 STARS LIKE XIANGLING OR YANFEI LIKE😤",1
IMA JUST RATE FIVE,5
Wow good job for butchering dehya!,1
This is the best game i ever play. Hopefully on high end android mobile devices and pc will get 120fps.,5
:)) đợi 3 phần thưởng kia về mình tăng thêm sao Edit: tăng sao để fix thằng trẻ trâu 2 năm trước đã đánh giá game 2 sao Nhưng mình h ko còn chơi nữa...,5
Buff Dehya or you lose more players,1
"I love Genshin so much. I will play this game until the main character will find its twin ♥️ Edit: Mar 2, 2023 thoughts: It's been a year playing Genshin Impact and I still love it the first time I fall inluv to this game. My mains are Ningguang and Ayaka 🖤 I'm one happy traveller at Genshin Impact! :)",5
Seruuuu,5
Good game,5
"Love the game, the lore and the characters. I only have a few free space now I'm risking it all for genshin 😭",4
